Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
Audi,A4,2010,1.9,Hybrid,Manual,122590,2,3
Mercedes,E-Class,2022,4.0,Petrol,Semi-Automatic,159928,2,3
Volkswagen,Passat,2017,2.4,Hybrid,Automatic,137364,5,2
Volkswagen,Tiguan,2018,4.8,Electric,Semi-Automatic,176896,3,3
Hyundai,Elantra,2021,4.4,Hybrid,Automatic,139803,3,4
Hyundai,Tucson,2009,2.4,Diesel,Semi-Automatic,133857,4,2
Honda,CR-V,2012,3.6,Electric,Manual,160829,3,5
Toyota,Camry,2022,4.0,Petrol,Automatic,66018,4,5
Toyota,RAV4,2017,2.5,Diesel,Semi-Automatic,144055,2,5
Toyota,Camry,2013,1.7,Petrol,Semi-Automatic,256396,4,5
Hyundai,Tucson,2010,2.6,Electric,Manual,51964,2,3
BMW,3 Series,2016,1.6,Electric,Semi-Automatic,19827,5,2
Hyundai,Elantra,2015,2.6,Electric,Manual,17615,2,4
Honda,Accord,2000,2.2,Hybrid,Manual,174062,2,5
Ford,Fiesta,2015,3.3,Electric,Semi-Automatic,160346,2,5
Volkswagen,Passat,2015,1.8,Hybrid,Manual,95211,4,3
Chevrolet,Malibu,2018,2.8,Electric,Manual,147851,4,2
Ford,Explorer,2020,2.0,Electric,Semi-Automatic,64810,5,2
Kia,Rio,2008,4.3,Diesel,Automatic,59374,4,3
Chevrolet,Malibu,2012,3.6,Hybrid,Automatic,130041,5,4
Toyota,RAV4,2001,3.0,Hybrid,Manual,5677,4,2
Ford,Focus,2020,2.8,Electric,Manual,84377,2,1
Honda,CR-V,2018,1.3,Electric,Automatic,172589,3,5
Chevrolet,Malibu,2016,3.1,Hybrid,Automatic,52589,5,2
Volkswagen,Tiguan,2004,4.0,Electric,Manual,187692,2,3
Toyota,RAV4,2013,1.6,Electric,Automatic,112579,5,1
Chevrolet,Equinox,2017,2.1,Hybrid,Automatic,48595,5,5
Ford,Focus,2022,2.8,Electric,Manual,193179,4,5
Hyundai,Tucson,2021,3.3,Electric,Manual,14806,3,4
Volkswagen,Golf,2012,3.2,Hybrid,Automatic,63251,4,2
Toyota,Camry,2019,3.0,Diesel,Automatic,15814,2,2
Kia,Sportage,2011,2.7,Electric,Manual,21260,4,5
Chevrolet,Malibu,2005,3.9,Hybrid,Manual,258964,2,3
Ford,Fiesta,2005,1.0,Hybrid,Semi-Automatic,68819,2,3
Honda,Accord,2009,2.5,Petrol,Semi-Automatic,185382,4,1
Audi,A4,2001,4.7,Hybrid,Manual,194851,2,5
Audi,A4,2015,4.4,Diesel,Manual,9382,2,3
Honda,Accord,2009,3.3,Petrol,Manual,74667,5,5
Chevrolet,Impala,2021,1.2,Petrol,Semi-Automatic,71340,3,4
Volkswagen,Golf,2002,3.2,Electric,Semi-Automatic,163937,3,1
Honda,Accord,2021,1.0,Electric,Manual,226314,5,5
Hyundai,Elantra,2009,1.1,Hybrid,Manual,11510,2,1
BMW,5 Series,2000,4.4,Hybrid,Automatic,90949,3,5
Honda,CR-V,2013,3.9,Electric,Manual,223151,5,4
Chevrolet,Equinox,2007,4.6,Petrol,Automatic,264351,3,1
Honda,Accord,2016,2.3,Electric,Semi-Automatic,4516,4,1
Chevrolet,Malibu,2019,4.2,Hybrid,Automatic,167792,5,4
Mercedes,GLA,2020,4.7,Electric,Semi-Automatic,56519,5,4
Kia,Optima,2006,3.8,Electric,Semi-Automatic,99812,3,1
Chevrolet,Equinox,2001,2.9,Petrol,Automatic,166415,4,3
Volkswagen,Tiguan,2001,1.3,Electric,Automatic,38154,2,5
Ford,Focus,2012,4.8,Hybrid,Manual,22948,3,2
BMW,X5,2017,1.4,Diesel,Automatic,68227,3,5
Ford,Fiesta,2000,4.0,Diesel,Manual,39659,3,5
Volkswagen,Golf,2000,3.6,Petrol,Automatic,135280,3,5
Ford,Fiesta,2005,1.5,Diesel,Automatic,54274,5,4
Volkswagen,Passat,2005,3.2,Electric,Semi-Automatic,155550,5,4
Kia,Optima,2008,4.5,Petrol,Manual,246080,5,1
Audi,A4,2015,3.7,Petrol,Automatic,135789,2,2
BMW,3 Series,2004,2.7,Diesel,Automatic,168782,5,4
Chevrolet,Impala,2019,2.5,Hybrid,Manual,299406,3,1
Chevrolet,Equinox,2013,4.2,Diesel,Semi-Automatic,102212,4,5
Honda,CR-V,2001,2.4,Petrol,Manual,257319,3,1
Hyundai,Tucson,2015,4.3,Electric,Manual,239633,3,5
Hyundai,Tucson,2001,4.1,Diesel,Semi-Automatic,131476,4,3
Toyota,Camry,2011,3.2,Electric,Manual,193292,3,3
Honda,Civic,2014,3.9,Petrol,Manual,98449,5,4
Hyundai,Elantra,2013,3.0,Petrol,Automatic,55558,4,1
Audi,A3,2022,2.8,Hybrid,Semi-Automatic,44239,2,5
Hyundai,Elantra,2016,3.1,Petrol,Automatic,75358,5,3
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,247451,3,3
Ford,Fiesta,2014,3.9,Petrol,Semi-Automatic,112331,2,5
Honda,CR-V,2009,3.6,Electric,Automatic,9934,4,2
Mercedes,C-Class,2002,1.0,Petrol,Manual,135119,5,4
Chevrolet,Equinox,2010,4.0,Hybrid,Automatic,129931,4,5
Ford,Fiesta,2001,3.3,Diesel,Semi-Automatic,67635,3,5
Ford,Focus,2002,2.1,Diesel,Automatic,44278,5,5
Audi,A4,2016,1.0,Electric,Semi-Automatic,53839,2,1
BMW,X5,2015,3.7,Electric,Automatic,119160,4,3
Ford,Explorer,2004,4.4,Hybrid,Manual,37216,3,1
Toyota,RAV4,2013,3.6,Petrol,Automatic,114121,2,1
Hyundai,Tucson,2011,1.4,Petrol,Semi-Automatic,166927,3,5
Hyundai,Sonata,2003,2.2,Petrol,Semi-Automatic,129833,2,3
Kia,Rio,2000,5.0,Electric,Manual,209293,4,4
Honda,Accord,2002,2.8,Petrol,Automatic,223989,3,4
Hyundai,Elantra,2005,1.8,Diesel,Manual,171240,5,4
Ford,Fiesta,2017,3.4,Hybrid,Semi-Automatic,117752,5,1
Mercedes,E-Class,2011,1.5,Hybrid,Semi-Automatic,173761,3,5
Toyota,RAV4,2010,4.9,Electric,Semi-Automatic,187042,5,1
Ford,Fiesta,2010,2.9,Hybrid,Semi-Automatic,93513,5,3
Kia,Rio,2019,2.5,Hybrid,Automatic,91607,4,4
Hyundai,Tucson,2003,2.1,Petrol,Manual,178043,2,2
Mercedes,C-Class,2005,1.3,Diesel,Automatic,234518,3,3
Audi,Q5,2011,4.6,Electric,Semi-Automatic,282280,3,3
Honda,CR-V,2011,4.7,Diesel,Manual,66344,4,3
Mercedes,GLA,2011,4.1,Diesel,Manual,214542,2,5
Kia,Sportage,2017,2.7,Hybrid,Automatic,242456,2,5
Hyundai,Sonata,2015,3.1,Petrol,Semi-Automatic,203562,4,3
Honda,Accord,2011,3.3,Diesel,Automatic,216830,3,5
Hyundai,Elantra,2007,2.9,Hybrid,Semi-Automatic,228537,2,4
Honda,Civic,2017,1.6,Hybrid,Manual,32531,5,4
Mercedes,E-Class,2006,1.3,Diesel,Manual,96152,3,4
Chevrolet,Equinox,2012,2.0,Petrol,Manual,28091,4,3
Volkswagen,Passat,2003,2.6,Electric,Manual,89008,5,3
Mercedes,E-Class,2013,3.0,Diesel,Manual,245000,5,5
Mercedes,GLA,2022,4.3,Electric,Semi-Automatic,230697,5,3
Mercedes,E-Class,2023,3.9,Hybrid,Semi-Automatic,58107,3,2
Honda,Civic,2001,2.2,Diesel,Automatic,85799,2,1
Volkswagen,Passat,2005,2.5,Diesel,Semi-Automatic,183684,5,1
Toyota,Corolla,2006,2.5,Diesel,Semi-Automatic,78706,2,3
Toyota,RAV4,2004,2.4,Petrol,Automatic,129753,3,5
BMW,3 Series,2000,2.3,Hybrid,Semi-Automatic,222441,2,3
Hyundai,Sonata,2011,2.4,Electric,Semi-Automatic,291467,3,1
Honda,Civic,2002,1.5,Petrol,Manual,12478,3,3
Hyundai,Sonata,2023,4.7,Hybrid,Manual,142982,5,3
Honda,Accord,2005,2.4,Hybrid,Automatic,234690,4,3
Chevrolet,Impala,2003,3.9,Hybrid,Automatic,149269,3,2
Audi,Q5,2007,4.5,Diesel,Semi-Automatic,56348,5,5
Hyundai,Sonata,2016,4.8,Hybrid,Manual,1064,2,1
Kia,Optima,2009,4.1,Electric,Automatic,96287,5,4
Chevrolet,Malibu,2018,1.5,Electric,Automatic,81520,3,5
Ford,Fiesta,2005,2.1,Hybrid,Automatic,79897,5,3
BMW,5 Series,2020,2.2,Diesel,Semi-Automatic,181518,4,2
Hyundai,Sonata,2016,2.4,Electric,Semi-Automatic,156430,2,2
BMW,X5,2010,1.8,Petrol,Automatic,38947,4,4
Kia,Optima,2010,3.8,Petrol,Automatic,51040,5,2
Hyundai,Tucson,2010,2.1,Petrol,Semi-Automatic,44690,3,4
Audi,A4,2006,4.4,Diesel,Semi-Automatic,233491,4,1
Toyota,Corolla,2013,4.6,Diesel,Automatic,105259,3,4
Toyota,Corolla,2020,3.9,Diesel,Automatic,34167,3,4
Hyundai,Sonata,2007,1.8,Hybrid,Automatic,97552,3,4
Toyota,RAV4,2000,1.4,Diesel,Semi-Automatic,192625,3,5
BMW,5 Series,2005,4.6,Electric,Manual,147137,5,4
Ford,Fiesta,2005,1.1,Petrol,Automatic,210763,5,5
Ford,Focus,2013,1.1,Diesel,Manual,294516,4,1
Volkswagen,Tiguan,2013,4.2,Petrol,Automatic,79579,5,3
BMW,5 Series,2018,2.2,Petrol,Semi-Automatic,279897,2,5
Chevrolet,Malibu,2003,1.2,Diesel,Semi-Automatic,53980,4,3
Chevrolet,Malibu,2023,2.3,Petrol,Automatic,233943,2,5
Chevrolet,Malibu,2011,4.6,Diesel,Automatic,128078,4,2
Mercedes,C-Class,2008,1.9,Petrol,Automatic,279604,4,4
Kia,Rio,2004,4.6,Diesel,Automatic,99579,2,1
Mercedes,GLA,2020,1.9,Hybrid,Automatic,202766,4,4
Toyota,Camry,2004,4.8,Petrol,Semi-Automatic,139871,2,4
Ford,Focus,2003,2.2,Electric,Automatic,71321,3,1
Chevrolet,Equinox,2017,1.8,Diesel,Semi-Automatic,94503,4,3
Ford,Fiesta,2017,5.0,Diesel,Automatic,37949,4,4
Volkswagen,Golf,2015,4.7,Electric,Automatic,91544,3,1
Volkswagen,Passat,2011,3.8,Diesel,Automatic,123345,4,5
Chevrolet,Malibu,2013,1.7,Electric,Semi-Automatic,105823,2,1
Toyota,Corolla,2007,3.3,Hybrid,Manual,114799,3,2
Audi,A4,2006,3.0,Hybrid,Manual,16540,2,1
Mercedes,GLA,2019,4.5,Electric,Automatic,87606,5,1
Honda,CR-V,2016,4.9,Electric,Automatic,118813,4,1
Chevrolet,Equinox,2021,4.8,Diesel,Automatic,89746,3,4
Kia,Sportage,2022,2.0,Petrol,Manual,34636,5,4
Chevrolet,Equinox,2011,3.3,Petrol,Manual,47252,4,2
Honda,CR-V,2008,2.4,Petrol,Manual,32723,4,2
Ford,Fiesta,2020,3.6,Electric,Manual,86259,3,4
Mercedes,E-Class,2005,3.1,Diesel,Manual,261026,3,1
BMW,X5,2012,1.1,Electric,Manual,179817,4,2
BMW,3 Series,2012,2.7,Electric,Manual,153829,4,4
Ford,Fiesta,2000,3.2,Diesel,Manual,195410,4,1
Chevrolet,Malibu,2013,3.6,Hybrid,Automatic,94086,2,5
Kia,Rio,2004,2.4,Diesel,Semi-Automatic,193641,3,5
Toyota,RAV4,2004,1.3,Electric,Automatic,106431,5,3
Audi,A3,2023,2.9,Petrol,Semi-Automatic,116400,3,4
Mercedes,E-Class,2014,1.7,Petrol,Manual,95579,3,3
Toyota,RAV4,2019,4.5,Electric,Semi-Automatic,201176,5,1
Toyota,RAV4,2019,4.3,Diesel,Manual,279294,3,1
Kia,Rio,2020,3.0,Diesel,Semi-Automatic,94308,2,5
BMW,5 Series,2001,2.3,Diesel,Semi-Automatic,66264,2,1
Audi,A4,2017,3.5,Petrol,Automatic,254631,3,3
Ford,Focus,2018,3.5,Diesel,Semi-Automatic,250184,5,5
Chevrolet,Equinox,2004,1.6,Hybrid,Manual,140604,4,4
Ford,Explorer,2003,2.4,Petrol,Manual,150463,4,3
Hyundai,Elantra,2019,1.5,Petrol,Manual,264951,4,1
Honda,Civic,2014,2.1,Petrol,Semi-Automatic,285867,4,2
Kia,Sportage,2010,2.9,Diesel,Semi-Automatic,13906,5,1
Chevrolet,Equinox,2016,4.3,Electric,Manual,84801,4,1
Audi,Q5,2014,1.8,Electric,Semi-Automatic,246787,2,1
Hyundai,Tucson,2017,4.5,Petrol,Automatic,267485,3,1
Kia,Optima,2016,1.0,Hybrid,Semi-Automatic,71812,5,4
Hyundai,Tucson,2007,2.0,Electric,Automatic,266591,5,2
Audi,Q5,2003,2.3,Electric,Semi-Automatic,293605,4,5
BMW,5 Series,2019,2.3,Electric,Semi-Automatic,212627,2,1
Hyundai,Tucson,2013,1.3,Hybrid,Manual,133708,4,3
Honda,Accord,2015,4.6,Electric,Manual,287534,4,2
Ford,Explorer,2009,5.0,Electric,Semi-Automatic,92371,3,5
Mercedes,C-Class,2010,4.2,Electric,Manual,58152,4,1
Hyundai,Tucson,2015,2.5,Hybrid,Manual,108890,5,4
Mercedes,E-Class,2019,5.0,Electric,Semi-Automatic,88654,2,4
Ford,Focus,2014,4.1,Diesel,Semi-Automatic,118008,2,4
Volkswagen,Passat,2005,3.8,Petrol,Automatic,247689,3,5
Kia,Optima,2023,3.5,Petrol,Automatic,65179,5,3
Hyundai,Elantra,2019,2.9,Hybrid,Semi-Automatic,299472,5,4
Toyota,Corolla,2014,4.7,Petrol,Semi-Automatic,114382,5,3
Chevrolet,Equinox,2023,1.6,Electric,Automatic,169514,5,2
Chevrolet,Equinox,2002,2.2,Hybrid,Manual,23277,4,2
Audi,Q5,2006,2.0,Petrol,Semi-Automatic,259783,5,4
Kia,Rio,2003,2.2,Electric,Semi-Automatic,180863,5,3
Hyundai,Tucson,2016,4.8,Electric,Automatic,42962,2,2
Volkswagen,Tiguan,2023,2.4,Diesel,Automatic,241576,4,3
Honda,Civic,2023,1.1,Petrol,Manual,100661,3,3
Audi,A4,2003,1.3,Diesel,Automatic,236210,5,3
Honda,CR-V,2006,2.0,Electric,Manual,73969,4,3
Volkswagen,Tiguan,2012,5.0,Petrol,Manual,16715,2,2
Toyota,Corolla,2005,1.6,Hybrid,Semi-Automatic,139937,4,3
Chevrolet,Malibu,2012,2.6,Electric,Automatic,109087,3,5
Mercedes,E-Class,2003,4.4,Petrol,Semi-Automatic,195519,3,5
Audi,Q5,2006,2.2,Petrol,Manual,189950,3,4
Hyundai,Tucson,2015,2.6,Diesel,Automatic,195860,5,2
Audi,A3,2013,3.4,Petrol,Automatic,83637,4,5
Chevrolet,Equinox,2003,3.7,Diesel,Automatic,74560,5,3
Toyota,Corolla,2014,1.6,Electric,Semi-Automatic,285729,2,5
Chevrolet,Impala,2007,3.5,Diesel,Automatic,37419,5,4
Volkswagen,Golf,2007,4.9,Petrol,Semi-Automatic,23679,3,3
Volkswagen,Golf,2022,1.9,Electric,Automatic,24515,2,5
BMW,5 Series,2000,4.5,Petrol,Semi-Automatic,64082,2,3
Chevrolet,Malibu,2017,1.2,Petrol,Automatic,192701,3,4
Ford,Focus,2002,3.3,Hybrid,Manual,280773,5,5
Mercedes,E-Class,2023,2.6,Diesel,Automatic,142580,2,4
Chevrolet,Equinox,2015,3.8,Hybrid,Automatic,175806,5,2
Volkswagen,Passat,2006,4.3,Petrol,Semi-Automatic,155084,2,5
Chevrolet,Equinox,2023,3.0,Hybrid,Automatic,230795,5,4
BMW,3 Series,2003,2.3,Electric,Semi-Automatic,157815,4,3
Toyota,RAV4,2002,3.6,Electric,Automatic,257390,5,5
Chevrolet,Malibu,2022,2.1,Petrol,Automatic,284512,3,5
Kia,Sportage,2010,2.5,Diesel,Semi-Automatic,22296,4,3
Volkswagen,Passat,2016,2.4,Diesel,Semi-Automatic,129525,4,1
Mercedes,C-Class,2009,3.9,Diesel,Automatic,227118,5,3
Kia,Rio,2006,4.9,Electric,Manual,32528,4,3
Ford,Fiesta,2003,2.7,Electric,Semi-Automatic,60456,5,4
Hyundai,Elantra,2022,2.6,Hybrid,Automatic,144653,3,5
Toyota,RAV4,2007,1.6,Diesel,Semi-Automatic,217311,3,2
Hyundai,Tucson,2000,4.2,Diesel,Manual,22625,3,3
Ford,Explorer,2006,4.9,Diesel,Manual,256466,4,5
Honda,Accord,2021,4.8,Diesel,Semi-Automatic,162038,2,3
BMW,3 Series,2020,4.1,Electric,Manual,8111,4,2
Toyota,Corolla,2016,3.7,Petrol,Manual,59160,5,2
Hyundai,Tucson,2013,2.5,Diesel,Automatic,144244,2,3
Kia,Rio,2012,2.7,Hybrid,Automatic,80248,5,4
Kia,Sportage,2020,4.4,Hybrid,Semi-Automatic,103894,3,2
Volkswagen,Passat,2014,3.5,Electric,Manual,223321,4,2
Chevrolet,Impala,2001,2.0,Hybrid,Manual,6031,3,4
Honda,Civic,2007,3.3,Diesel,Automatic,127140,4,1
Mercedes,C-Class,2008,2.7,Diesel,Automatic,126886,4,3
Audi,A4,2002,3.8,Diesel,Semi-Automatic,293695,2,1
Hyundai,Elantra,2019,2.3,Hybrid,Manual,213388,3,4
Audi,A3,2015,2.7,Hybrid,Semi-Automatic,87318,2,1
Chevrolet,Equinox,2010,4.9,Hybrid,Automatic,209826,5,2
Honda,Accord,2006,4.5,Electric,Automatic,21478,4,4
Kia,Rio,2005,4.1,Petrol,Semi-Automatic,7131,3,4
Volkswagen,Golf,2010,4.6,Hybrid,Semi-Automatic,89735,5,5
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,4,1
Ford,Focus,2018,1.4,Diesel,Manual,81016,5,4
Honda,CR-V,2014,2.5,Diesel,Semi-Automatic,206868,2,3
Volkswagen,Tiguan,2011,3.9,Petrol,Manual,230860,2,5
Kia,Sportage,2010,2.0,Electric,Manual,228275,4,3
Hyundai,Sonata,2012,4.5,Diesel,Semi-Automatic,18262,4,4
Chevrolet,Equinox,2013,3.7,Hybrid,Semi-Automatic,3133,5,2
Ford,Fiesta,2016,4.9,Electric,Automatic,272797,5,3
Toyota,Corolla,2023,4.8,Electric,Automatic,147067,4,2
Hyundai,Sonata,2013,4.4,Diesel,Semi-Automatic,3282,5,5
Volkswagen,Passat,2013,1.1,Hybrid,Semi-Automatic,11292,4,4
Hyundai,Elantra,2003,4.8,Hybrid,Semi-Automatic,8116,2,4
Hyundai,Sonata,2019,3.0,Petrol,Automatic,64584,2,3
Audi,Q5,2000,3.8,Hybrid,Automatic,245488,4,1
Mercedes,GLA,2005,4.5,Petrol,Automatic,89422,2,1
Volkswagen,Golf,2022,4.6,Diesel,Manual,145259,2,3
Honda,CR-V,2006,3.1,Diesel,Semi-Automatic,194340,3,1
Toyota,Camry,2017,3.5,Diesel,Semi-Automatic,279308,4,5
Volkswagen,Golf,2006,1.7,Electric,Semi-Automatic,11898,5,4
Audi,Q5,2010,2.1,Hybrid,Automatic,59470,3,5
Volkswagen,Golf,2023,3.5,Petrol,Semi-Automatic,139477,2,5
Ford,Fiesta,2014,4.8,Electric,Manual,180179,4,3
Honda,CR-V,2007,4.8,Diesel,Semi-Automatic,116717,4,2
Chevrolet,Malibu,2004,4.2,Diesel,Semi-Automatic,115683,4,4
Mercedes,C-Class,2019,1.1,Hybrid,Manual,261205,4,4
Ford,Fiesta,2016,3.6,Hybrid,Semi-Automatic,271745,4,5
Ford,Explorer,2004,3.8,Electric,Semi-Automatic,285599,3,2
Toyota,Camry,2016,2.1,Hybrid,Semi-Automatic,291660,5,2
Hyundai,Sonata,2023,1.9,Hybrid,Semi-Automatic,102533,5,5
Volkswagen,Tiguan,2004,4.3,Petrol,Manual,191971,3,1
Mercedes,GLA,2013,1.6,Diesel,Semi-Automatic,148261,3,5
Chevrolet,Malibu,2008,4.0,Electric,Manual,90251,2,5
Honda,CR-V,2012,4.9,Electric,Manual,4608,3,2
Hyundai,Elantra,2011,2.9,Diesel,Automatic,129776,2,4
Toyota,Camry,2013,3.1,Diesel,Manual,203588,3,5
Hyundai,Elantra,2002,4.0,Petrol,Automatic,85143,2,1
Audi,A3,2002,2.9,Diesel,Automatic,285187,3,4
Ford,Focus,2007,3.0,Hybrid,Manual,219068,3,5
Kia,Optima,2013,1.8,Diesel,Semi-Automatic,36507,4,5
Kia,Sportage,2015,2.9,Electric,Manual,31540,2,4
Kia,Optima,2008,4.6,Petrol,Manual,164879,2,4
Ford,Focus,2007,3.6,Hybrid,Manual,243957,2,1
Audi,A3,2009,1.2,Electric,Automatic,111448,5,1
Kia,Optima,2007,3.5,Diesel,Automatic,57469,4,5
Audi,A4,2002,2.1,Hybrid,Automatic,299461,2,5
Toyota,Corolla,2001,1.9,Electric,Automatic,44251,2,1
Chevrolet,Malibu,2016,2.5,Electric,Automatic,47183,2,5
Chevrolet,Equinox,2016,3.6,Diesel,Semi-Automatic,159769,2,4
Honda,Civic,2005,1.8,Electric,Automatic,161998,5,1
Honda,CR-V,2001,2.0,Petrol,Automatic,116633,5,5
Hyundai,Elantra,2019,1.8,Hybrid,Semi-Automatic,287756,5,5
Toyota,RAV4,2011,4.1,Hybrid,Automatic,56081,2,2
Chevrolet,Impala,2002,3.4,Diesel,Manual,114107,4,3
BMW,3 Series,2022,3.8,Petrol,Automatic,68244,5,5
Ford,Explorer,2014,2.7,Hybrid,Manual,52336,3,5
Mercedes,E-Class,2007,3.2,Diesel,Semi-Automatic,203452,2,4
Kia,Sportage,2000,3.6,Electric,Automatic,98150,2,1
BMW,5 Series,2007,4.9,Petrol,Manual,120491,2,1
Audi,Q5,2020,2.5,Diesel,Automatic,188803,5,1
BMW,5 Series,2017,3.2,Diesel,Automatic,271941,3,2
Mercedes,E-Class,2017,3.5,Petrol,Manual,197100,2,5
Audi,A4,2013,4.5,Hybrid,Automatic,233742,2,1
Kia,Optima,2018,4.2,Hybrid,Semi-Automatic,13628,2,5
Mercedes,E-Class,2015,2.4,Diesel,Semi-Automatic,260513,4,5
Audi,Q5,2013,3.1,Electric,Manual,46931,4,3
Hyundai,Tucson,2023,3.6,Diesel,Semi-Automatic,10828,5,2
Kia,Sportage,2007,2.8,Diesel,Semi-Automatic,247347,2,3
Mercedes,E-Class,2000,3.5,Diesel,Manual,71772,5,4
Audi,Q5,2007,4.2,Electric,Semi-Automatic,207120,2,4
Hyundai,Sonata,2018,3.5,Electric,Semi-Automatic,221719,4,1
Kia,Optima,2004,3.1,Petrol,Semi-Automatic,183688,2,4
Ford,Fiesta,2004,4.0,Diesel,Automatic,85348,3,3
Kia,Rio,2001,1.3,Hybrid,Automatic,89989,5,2
BMW,X5,2001,3.1,Hybrid,Automatic,138225,2,4
Audi,A3,2012,1.7,Electric,Manual,259162,2,4
Kia,Sportage,2002,4.4,Petrol,Automatic,54982,5,5
Kia,Sportage,2002,4.4,Petrol,Semi-Automatic,169424,3,3
Ford,Fiesta,2019,4.3,Petrol,Manual,8168,5,3
Honda,Civic,2000,1.9,Electric,Manual,271834,3,1
Audi,A3,2001,1.8,Petrol,Automatic,43196,5,2
Honda,Accord,2008,5.0,Diesel,Automatic,173260,2,5
Honda,Accord,2004,3.4,Diesel,Manual,187570,2,5
Honda,Accord,2002,1.1,Petrol,Manual,164737,5,3
Kia,Sportage,2021,2.0,Hybrid,Semi-Automatic,164931,4,1
Ford,Focus,2022,4.1,Diesel,Semi-Automatic,256377,4,5
Kia,Rio,2022,3.4,Hybrid,Semi-Automatic,234293,4,5
Audi,A4,2019,4.2,Petrol,Semi-Automatic,25155,3,2
Kia,Sportage,2010,4.8,Diesel,Automatic,255573,4,3
Honda,CR-V,2013,4.5,Diesel,Manual,37452,3,2
Ford,Explorer,2016,4.4,Electric,Automatic,14988,4,2
Chevrolet,Impala,2017,3.9,Electric,Semi-Automatic,106704,5,4
Kia,Optima,2004,4.1,Diesel,Semi-Automatic,38282,4,1
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,248288,5,1
Honda,Accord,2006,1.9,Petrol,Semi-Automatic,112805,2,3
Ford,Fiesta,2019,3.7,Electric,Automatic,62114,2,4
Honda,Accord,2009,4.9,Petrol,Automatic,16164,3,3
Kia,Rio,2019,4.5,Hybrid,Automatic,9917,2,3
Audi,Q5,2016,4.1,Diesel,Automatic,249475,2,5
BMW,X5,2000,2.5,Hybrid,Semi-Automatic,252146,3,1
Honda,CR-V,2019,1.7,Petrol,Automatic,22677,5,1
BMW,5 Series,2008,2.6,Electric,Automatic,96132,2,5
BMW,3 Series,2012,3.2,Petrol,Manual,106364,3,4
Toyota,Corolla,2003,4.1,Electric,Automatic,37998,2,2
Chevrolet,Impala,2000,2.6,Electric,Semi-Automatic,190700,2,3
Kia,Optima,2011,4.6,Petrol,Manual,157536,3,5
Audi,A4,2017,4.8,Petrol,Automatic,47216,5,5
Honda,Accord,2023,1.4,Hybrid,Automatic,194356,2,4
Volkswagen,Tiguan,2007,4.4,Hybrid,Manual,222619,3,3
Chevrolet,Equinox,2007,2.5,Hybrid,Automatic,226193,5,3
BMW,X5,2006,2.1,Electric,Automatic,134833,2,4
BMW,X5,2012,2.2,Petrol,Semi-Automatic,296202,4,4
Toyota,Camry,2006,4.7,Petrol,Automatic,15561,2,2
Toyota,RAV4,2019,4.7,Diesel,Manual,142336,5,1
BMW,X5,2023,1.1,Electric,Manual,214545,2,1
Kia,Sportage,2009,2.5,Diesel,Manual,185978,5,2
Audi,A3,2005,2.3,Electric,Manual,112828,3,2
Kia,Sportage,2018,4.8,Electric,Automatic,286450,5,5
Kia,Rio,2002,4.2,Hybrid,Automatic,204150,2,5
Audi,A3,2014,3.9,Diesel,Semi-Automatic,17369,3,3
Mercedes,GLA,2022,2.1,Hybrid,Manual,167931,5,1
BMW,3 Series,2003,4.7,Petrol,Semi-Automatic,61010,2,1
Volkswagen,Golf,2004,2.4,Electric,Semi-Automatic,155609,3,1
Volkswagen,Golf,2015,1.2,Electric,Semi-Automatic,125528,2,2
Volkswagen,Tiguan,2009,4.8,Electric,Manual,134289,2,1
BMW,3 Series,2012,2.5,Diesel,Automatic,252115,2,3
Ford,Fiesta,2000,2.2,Diesel,Manual,151812,4,3
Honda,Civic,2022,3.8,Electric,Automatic,245725,4,2
Mercedes,GLA,2014,2.9,Diesel,Manual,3243,2,2
Ford,Fiesta,2014,1.6,Hybrid,Semi-Automatic,134678,3,5
Audi,Q5,2023,3.5,Hybrid,Semi-Automatic,225090,2,2
Ford,Fiesta,2000,3.9,Electric,Manual,257208,3,2
Audi,A3,2015,3.2,Petrol,Manual,161375,2,2
Honda,CR-V,2023,2.9,Hybrid,Manual,120557,3,4
Chevrolet,Malibu,2005,2.2,Diesel,Manual,191462,2,4
BMW,X5,2021,4.4,Petrol,Semi-Automatic,161063,3,1
Toyota,RAV4,2012,2.2,Petrol,Semi-Automatic,184186,2,5
Chevrolet,Malibu,2011,1.7,Diesel,Manual,241494,4,1
Volkswagen,Passat,2021,4.1,Electric,Semi-Automatic,103502,4,1
Honda,Civic,2016,1.3,Hybrid,Automatic,27783,4,5
Chevrolet,Impala,2016,3.3,Hybrid,Semi-Automatic,291063,2,5
Hyundai,Tucson,2005,2.9,Electric,Automatic,47007,3,3
Hyundai,Tucson,2010,3.3,Petrol,Automatic,124811,5,5
Audi,A3,2017,1.7,Diesel,Manual,156940,4,2
BMW,5 Series,2001,2.5,Diesel,Semi-Automatic,201185,4,1
Toyota,Corolla,2020,3.2,Diesel,Semi-Automatic,151773,2,4
Volkswagen,Passat,2021,3.9,Electric,Semi-Automatic,113261,3,4
Kia,Optima,2016,2.2,Diesel,Semi-Automatic,287720,2,2
Kia,Optima,2004,2.3,Petrol,Semi-Automatic,142028,2,4
